256 256
0 249 1
0 250 6
0 251 4
0 252 10
0 253 9
0 254 2
0 255 4
1 0 7
1 1 4
1 2 5
1 3 4
1 4 1
1 5 3
1 6 9
1 7 8
1 8 3
1 9 9
1 10 4
1 11 10
1 12 3
1 13 3
1 14 4
1 15 5
1 16 5
1 17 4
1 18 3
1 19 2
1 20 1
1 21 5
1 22 6
1 23 1
1 24 5
1 25 3
1 26 10
1 27 2
1 28 2
1 29 6
1 30 8
1 31 3
1 32 4
1 33 1
1 34 4
1 35 3
1 36 7
1 37 9
1 38 9
1 39 6
1 40 10
1 41 6
1 42 10
1 43 2
1 44 6
1 45 2
1 46 10
1 47 10
1 48 4
1 49 9
1 50 3
1 51 10
1 52 5
1 53 8
1 54 8
1 55 1
1 56 5
1 57 3
1 58 3
1 59 6
1 60 2
1 61 9
1 62 7
1 63 8
1 64 2
1 65 5
1 66 9
1 67 2
1 68 5
1 69 6
1 70 7
1 71 9
1 72 9
1 73 6
1 74 2
1 75 4
1 76 1
1 77 8
1 78 8
1 79 4
1 80 2
1 81 8
1 82 7
1 83 4
1 84 4
1 85 3
1 86 5
1 87 5
1 88 5
1 89 1
1 90 4
1 91 7
1 92 6
1 93 10
1 94 2
1 95 3
1 96 7
1 97 3
1 98 10
1 99 4
1 100 5
1 101 7
1 102 8
1 103 3
1 104 10
1 105 3
1 106 9
1 107 1
1 108 7
1 109 3
1 110 9
1 111 3
1 112 1
1 113 6
1 114 10
1 115 1
1 116 8
1 117 4
1 118 1
1 119 6
1 120 8
1 121 10
1 122 3
1 123 5
1 124 5
1 125 6
1 126 3
1 127 4
1 128 3
1 129 9
1 130 5
1 131 9
1 132 2
1 133 3
1 134 7
1 135 1
1 136 7
1 137 10
1 138 3
1 139 1
1 140 1
1 141 2
1 142 7
1 143 5
1 144 7
1 145 2
1 146 1
1 147 7
1 148 9
1 149 4
1 150 6
1 151 5
1 152 6
1 153 1
1 154 2
1 155 9
1 156 7
1 157 10
1 158 8
1 159 4
1 160 8
1 161 3
1 162 4
1 163 7
1 164 2
1 165 9
1 166 5
1 167 3
1 168 9
1 169 5
1 170 2
1 171 2
1 172 6
1 173 5
1 174 6
1 175 4
1 176 8
1 177 8
1 178 6
1 179 3
1 180 5
1 181 6
1 182 10
1 183 5
1 184 4
1 185 9
1 186 2
1 187 7
1 188 2
1 189 10
1 190 1
1 191 8
1 192 8
1 193 8
1 194 5
1 195 7
1 196 5
1 197 1
1 198 4
1 199 7
1 200 5
1 201 4
1 202 6
1 203 7
1 204 5
1 205 7
1 206 8
1 207 4
1 208 5
1 209 4
1 210 8
1 211 2
1 212 4
1 213 8
1 214 5
1 215 2
1 216 4
1 217 3
1 218 8
1 219 2
1 220 4
1 221 3
1 222 1
1 223 1
1 224 9
1 225 2
1 226 2
1 227 9
1 228 7
1 229 6
1 230 1
1 231 2
1 232 9
1 233 3
1 234 1
1 235 1
1 236 4
1 237 6
1 238 4
1 239 6
1 240 1
1 241 8
1 242 5
1 243 2
1 244 3
1 245 8
1 246 4
1 247 10
1 248 7
1 249 4
1 250 7
1 251 8
1 252 10
1 253 5
1 254 2
1 255 2
2 0 2
2 1 7
2 2 5
2 3 4
2 4 6
2 5 2
2 6 6
2 7 5
2 8 10
2 9 9
2 10 4
2 11 8
2 12 5
2 13 6
2 14 2
2 15 3
2 16 5
2 17 9
2 18 9
2 19 8
2 20 9
2 21 10
2 22 3
2 23 7
2 24 7
2 25 7
2 26 5
2 27 9
2 28 6
2 29 6
2 30 4
2 31 9
2 32 3
2 33 4
2 34 10
2 35 2
2 36 4
2 37 9
2 38 10
2 39 8
2 40 2
2 41 2
2 42 2
2 43 6
2 44 5
2 45 10
2 46 7
2 47 6
2 48 7
2 49 10
2 50 6
2 51 8
2 52 10
2 53 3
2 54 6
2 55 8
2 56 8
2 57 6
2 58 7
2 59 2
2 60 4
2 61 5
2 62 4
2 63 7
2 64 3
2 65 1
2 66 5
2 67 7
2 68 2
2 69 3
2 70 8
2 71 4
2 72 8
2 73 8
2 74 1
2 75 4
2 76 6
2 77 6
2 78 3
2 79 3
2 80 6
2 81 1
2 82 4
2 83 10
2 84 9
2 85 3
2 86 4
2 87 2
2 88 1
2 89 1
2 90 5
2 91 2
2 92 9
2 93 2
2 94 9
2 95 2
2 96 3
2 97 2
2 98 9
2 99 2
2 100 10
2 101 1
2 102 3
2 103 7
2 104 9
2 105 7
2 106 9
2 107 3
2 108 6
2 109 2
2 110 4
2 111 7
2 112 4
2 113 2
2 114 6
2 115 5
2 116 6
2 117 9
2 118 4
2 119 1
2 120 7
2 121 5
2 122 9
2 123 9
2 124 1
2 125 5
2 126 7
2 127 10
2 128 4
2 129 8
2 130 6
2 131 8
2 132 2
2 133 3
2 134 5
2 135 4
2 136 9
2 137 1
2 138 8
2 139 7
2 140 8
2 141 5
2 142 10
2 143 6
2 144 7
2 145 2
2 146 3
2 147 2
2 148 1
2 149 10
2 150 4
2 151 3
2 152 10
2 153 2
2 154 2
2 155 6
2 156 1
2 157 9
2 158 1
2 159 9
2 160 1
2 161 6
2 162 10
2 163 6
2 164 8
2 165 9
2 166 7
2 167 2
2 168 5
2 169 7
2 170 6
2 171 8
2 172 9
2 173 1
2 174 2
2 175 2
2 176 7
2 177 4
2 178 8
2 179 2
2 180 10
2 181 7
2 182 8
2 183 9
2 184 8
2 185 2
2 186 2
2 187 7
2 188 3
2 189 7
2 190 6
2 191 1
2 192 7
2 193 3
2 194 5
2 195 5
2 196 6
2 197 9
2 198 4
2 199 7
2 200 7
2 201 4
2 202 5
2 203 4
2 204 1
2 205 4
2 206 6
2 207 7
2 208 3
2 209 1
2 210 1
2 211 8
2 212 10
2 213 2
2 214 10
2 215 5
2 216 1
2 217 7
2 218 3
2 219 2
2 220 1
2 221 4
2 222 1
2 223 10
2 224 4
2 225 5
2 226 10
2 227 2
2 228 9
2 229 6
2 230 8
2 231 7
2 232 8
2 233 8
2 234 6
2 235 8
2 236 10
2 237 2
2 238 4
2 239 2
2 240 8
2 241 2
2 242 6
2 243 7
2 244 9
2 245 1
2 246 6
2 247 8
2 248 10
2 249 4
2 250 3
2 251 10
2 252 8
2 253 7
2 254 4
2 255 4
3 0 7
3 1 9
3 2 2
3 3 2
3 4 1
3 5 4
3 6 10
3 7 9
3 8 1
3 9 4
3 10 3
3 11 10
3 12 10
3 13 6
3 14 2
3 15 9
3 16 10
3 17 8
3 18 2
3 19 7
3 20 8
3 21 1
3 22 5
3 23 1
3 24 1
3 25 6
3 26 5
3 27 7
3 28 8
3 29 10
3 30 3
3 31 10
3 32 6
3 33 10
3 34 2
3 35 9
3 36 3
3 37 1
3 38 1
3 39 8
3 40 8
3 41 4
3 42 4
3 43 9
3 44 5
3 45 4
3 46 1
3 47 3
3 48 7
3 49 8
3 50 9
3 51 8
3 52 5
3 53 5
3 54 2
3 55 2
3 56 8
3 57 1
3 58 7
3 59 4
3 60 1
3 61 7
3 62 10
3 63 10
3 64 8
3 65 8
3 66 9
3 67 7
3 68 10
3 69 9
3 70 6
3 71 2
3 72 8
3 73 10
3 74 9
3 75 4
3 76 8
3 77 5
3 78 10
3 79 5
3 80 9
3 81 8
3 82 2
3 83 5
3 84 10
3 85 8
3 86 4
3 87 8
3 88 7
3 89 5
3 90 5
3 91 1
3 92 7
3 93 9
3 94 1
3 95 9
3 96 8
3 97 1
3 98 4
3 99 10
3 100 9
3 101 4
3 102 7
3 103 5
3 104 3
3 105 5
3 106 2
3 107 2
3 108 1
3 109 3
3 110 1
3 111 4
3 112 4
3 113 1
3 114 9
3 115 3
3 116 6
3 117 6
3 118 4
3 119 1
3 120 1
3 121 5
3 122 9
3 123 5
3 124 8
3 125 6
3 126 8
3 127 7
3 128 2
3 129 7
3 130 4
3 131 5
3 132 5
3 133 1
3 134 3
3 135 6
3 136 10
3 137 10
3 138 7
3 139 9
3 140 7
3 141 4
3 142 4
3 143 7
3 144 1
3 145 1
3 146 6
3 147 10
3 148 7
3 149 3
3 150 7
3 151 8
3 152 2
3 153 5
3 154 5
3 155 5
3 156 4
3 157 2
3 158 6
3 159 10
3 160 7
3 161 8
3 162 3
3 163 4
3 164 2
3 165 7
3 166 7
3 167 3
3 168 3
3 169 7
3 170 8
3 171 7
3 172 1
3 173 10
3 174 8
3 175 2
3 176 6
3 177 1
3 178 1
3 179 9
3 180 8
3 181 9
3 182 7
3 183 6
3 184 1
3 185 6
3 186 10
3 187 7
3 188 9
3 189 2
3 190 6
3 191 3
3 192 7
3 193 2
3 194 5
3 195 8
3 196 4
3 197 3
3 198 5
3 199 2
3 200 5
3 201 2
3 202 3
3 203 1
3 204 6
3 205 2
3 206 7
3 207 10
3 208 6
3 209 3
3 210 4
3 211 3
3 212 6
3 213 3
3 214 10
3 215 1
3 216 5
3 217 9
3 218 9
3 219 3
3 220 1
3 221 8
3 222 2
3 223 7
3 224 5
3 225 6
3 226 6
3 227 10
3 228 2
3 229 10
3 230 8
3 231 1
3 232 7
3 233 6
3 234 3
3 235 6
3 236 5
3 237 3
3 238 7
3 239 6
3 240 4
3 241 9
3 242 9
3 243 1
3 244 7
3 245 3
3 246 6
3 247 6
3 248 5
3 249 6
3 250 8
3 251 10
3 252 7
3 253 9
3 254 5
3 255 8
4 0 4
4 1 6
4 2 10
4 3 8
4 4 3
4 5 1
4 6 1
4 7 6
4 8 3
4 9 10
4 10 5
4 11 3
4 12 8
4 13 3
4 14 6
4 15 6
4 16 3
4 17 7
4 18 8
4 19 5
4 20 1
4 21 7
4 22 4
4 23 1
4 24 6
4 25 1
4 26 6
4 27 1
4 28 5
4 29 1
4 30 10
4 31 5
4 32 9
4 33 3
4 34 3
4 35 6
4 36 5
4 37 1
4 38 2
4 39 10
4 40 6
4 41 3
4 42 7
4 43 4
4 44 8
4 45 5
4 46 1
4 47 7
4 48 5
4 49 7
4 50 10
4 51 7
4 52 5
4 53 8
4 54 7
4 55 8
4 56 4
4 57 9
4 58 3
4 59 7
4 60 6
4 61 9
4 62 2
4 63 8
4 64 3
4 65 7
4 66 5
4 67 7
4 68 8
4 69 5
4 70 5
4 71 8
4 72 2
4 73 4
4 74 10
4 75 4
4 76 7
4 77 10
4 78 1
4 79 7
4 80 6
4 81 10
4 82 1
4 83 3
4 84 6
4 85 7
4 86 8
4 87 10
4 88 9
4 89 2
4 90 2
4 91 3
4 92 9
4 93 8
4 94 7
4 95 1
4 96 8
4 97 9
4 98 2
4 99 7
4 100 1
4 101 8
4 102 7
4 103 1
4 104 5
4 105 7
4 106 3
4 107 10
4 108 5
4 109 9
4 110 6
4 111 3
4 112 1
4 113 8
4 114 7
4 115 5
4 116 1
4 117 8
4 118 6
4 119 1
4 120 3
4 121 7
4 122 2
4 123 9
4 124 2
4 125 4
4 126 7
4 127 1
4 128 4
4 129 1
4 130 4
4 131 6
4 132 2
4 133 6
4 134 5
4 135 1
4 136 9
4 137 5
4 138 3
4 139 1
4 140 2
4 141 8
4 142 7
4 143 5
4 144 1
4 145 1
4 146 6
4 147 9
4 148 6
4 149 5
4 150 4
4 151 8
4 152 2
4 153 3
4 154 7
4 155 1
4 156 3
4 157 5
4 158 4
4 159 6
4 160 9
4 161 9
4 162 9
4 163 3
4 164 4
4 165 8
4 166 3
4 167 7
4 168 3
4 169 6
4 170 2
4 171 3
4 172 6
4 173 1
4 174 10
4 175 6
4 176 8
4 177 7
4 178 8
4 179 9
4 180 5
4 181 6
4 182 8
4 183 4
4 184 8
4 185 3
4 186 5
4 187 2
4 188 6
4 189 5
4 190 3
4 191 3
4 192 1
4 193 10
4 194 5
4 195 3
4 196 3
4 197 7
4 198 3
4 199 10
4 200 5
4 201 7
4 202 5
4 203 5
4 204 5
4 205 9
4 206 2
4 207 6
4 208 2
4 209 6
4 210 10
4 211 4
4 212 3
4 213 10
4 214 2
4 215 6
4 216 2
4 217 4
4 218 8
4 219 10
4 220 1
4 221 3
4 222 2
4 223 9
4 224 1
4 225 9
4 226 5
4 227 9
4 228 4
4 229 7
4 230 7
4 231 8
4 232 3
4 233 7
4 234 4
4 235 3
4 236 3
4 237 8
4 238 2
4 239 1
4 240 7
4 241 9
4 242 10
4 243 6
4 244 8
4 245 5
4 246 3
4 247 8
4 248 9
4 249 8
4 250 9
4 251 5
4 252 8
4 253 2
4 254 2
4 255 3
5 0 8
5 1 4
5 2 4
5 3 5
5 4 2
5 5 8
5 6 6
5 7 7
5 8 5
5 9 10
5 10 8
5 11 8
5 12 9
5 13 5
5 14 4
5 15 3
5 16 5
5 17 5
5 18 1
5 19 6
5 20 4
5 21 5
5 22 7
5 23 6
5 24 5
5 25 7
5 26 4
5 27 2
5 28 5
5 29 7
5 30 10
5 31 7
5 32 8
5 33 6
5 34 4
5 35 3
5 36 8
5 37 5
5 38 2
5 39 3
5 40 7
5 41 10
5 42 5
5 43 4
5 44 5
5 45 1
5 46 5
5 47 4
5 48 5
5 49 2
5 50 10
5 51 6
5 52 6
5 53 8
5 54 2
5 55 8
5 56 9
5 57 9
5 58 9
5 59 1
5 60 8
5 61 7
5 62 7
5 63 4
5 64 2
5 65 1
5 66 9
5 67 10
5 68 8
5 69 3
5 70 5
5 71 7
5 72 9
5 73 4
5 74 4
5 75 4
5 76 1
5 77 6
5 78 8
5 79 5
5 80 3
5 81 9
5 82 10
5 83 6
5 84 10
5 85 5
5 86 4
5 87 4
5 88 7
5 89 9
5 90 5
5 91 5
5 92 4
5 93 1
5 94 1
5 95 1
5 96 6
5 97 2
5 98 9
5 99 7
5 100 7
5 101 10
5 102 7
5 103 9
5 104 3
5 105 10
5 106 9
5 107 7
5 108 3
5 109 3
5 110 9
5 111 2
5 112 8
5 113 5
5 114 8
5 115 8
5 116 4
5 117 8
5 118 1
5 119 10
5 120 1
5 121 5
5 122 7
5 123 10
5 124 5
5 125 7
5 126 5
5 127 9
5 128 1
5 129 6
5 130 2
5 131 8
5 132 2
5 133 1
5 134 2
5 135 10
5 136 6
5 137 3
5 138 10
5 139 10
5 140 9
5 141 1
5 142 9
5 143 5
5 144 5
5 145 9
5 146 2
5 147 6
5 148 10
5 149 6
5 150 6
5 151 10
5 152 2
5 153 9
5 154 6
5 155 10
5 156 2
5 157 6
5 158 6
5 159 8
5 160 10
5 161 7
5 162 2
5 163 8
5 164 8
5 165 10
5 166 10
5 167 3
5 168 5
5 169 1
5 170 2
5 171 7
5 172 6
5 173 8
5 174 8
5 175 2
5 176 3
5 177 4
5 178 10
5 179 3
5 180 9
5 181 10
5 182 8
5 183 2
5 184 5
5 185 9
5 186 8
5 187 1
5 188 7
5 189 9
5 190 7
5 191 7
5 192 4
5 193 2
5 194 2
5 195 4
5 196 1
5 197 2
5 198 5
5 199 9
5 200 1
5 201 4
5 202 9
5 203 1
5 204 2
5 205 7
5 206 9
5 207 7
5 208 5
5 209 2
5 210 5
5 211 1
5 212 7
5 213 1
5 214 8
5 215 2
5 216 10
5 217 1
5 218 4
5 219 6
5 220 9
5 221 1
5 222 4
5 223 8
5 224 3
5 225 5
5 226 2
5 227 9
5 228 3
5 229 5
5 230 9
5 231 7
5 232 8
5 233 6
5 234 9
5 235 5
5 236 3
5 237 6
5 238 5
5 239 9
5 240 7
5 241 3
5 242 7
5 243 5
5 244 10
5 245 6
5 246 1
5 247 4
5 248 1
5 249 3
5 250 3
5 251 7
5 252 7
5 253 7
5 254 1
5 255 9
6 0 1
6 1 1
6 2 9
6 3 7
6 4 8
6 5 6
6 6 5
6 7 1
6 8 10
6 9 1
6 10 3
6 11 4
6 12 6
6 13 6
6 14 5
6 15 7
6 16 3
6 17 9
6 18 10
6 19 8
6 20 7
6 21 1
6 22 8
6 23 7
6 24 4
6 25 9
6 26 4
6 27 7
6 28 2
6 29 8
6 30 2
6 31 1
6 32 4
6 33 5
6 34 10
6 35 3
6 36 10
6 37 2
6 38 1
6 39 3
6 40 9
6 41 7
6 42 6
6 43 2
6 44 10
6 45 4
6 46 7
6 47 6
6 48 9
6 49 3
6 50 6
6 51 2
6 52 2
6 53 3
6 54 4
6 55 5
6 56 1
6 57 2
6 58 6
6 59 7
6 60 3
6 61 7
6 62 4
6 63 9
6 64 5
6 65 10
6 66 6
6 67 3
6 68 6
6 69 6
6 70 2
6 71 9
6 72 10
6 73 2
6 74 6
6 75 2
6 76 4
6 77 3
6 78 5
6 79 10
6 80 2
6 81 2
6 82 5
6 83 9
6 84 5
6 85 7
6 86 7
6 87 1
6 88 7
6 89 1
6 90 8
6 91 10
6 92 6
6 93 2
6 94 6
6 95 8
6 96 3
6 97 9
6 98 10
6 99 7
6 100 2
6 101 2
6 102 9
6 103 6
6 104 1
6 105 2
6 106 9
6 107 8
6 108 7
6 109 3
6 110 1
6 111 3
6 112 9
6 113 10
6 114 8
6 115 8
6 116 6
6 117 5
6 118 6
6 119 3
6 120 9
6 121 7
6 122 9
6 123 10
6 124 2
6 125 3
6 126 10
6 127 2
6 128 9
6 129 1
6 130 2
6 131 1
6 132 8
6 133 5
6 134 1
6 135 7
6 136 5
6 137 5
6 138 6
6 139 4
6 140 1
6 141 8
6 142 9
6 143 7
6 144 5
6 145 8
6 146 6
6 147 2
6 148 7
6 149 2
6 150 9
6 151 7
6 152 9
6 153 1
6 154 2
6 155 9
6 156 1
6 157 2
6 158 9
6 159 2
6 160 10
6 161 7
6 162 9
6 163 7
6 164 3
6 165 3
6 166 5
6 167 4
6 168 2
6 169 8
6 170 5
6 171 5
6 172 2
6 173 4
6 174 6
6 175 3
6 176 2
6 177 5
6 178 3
6 179 9
6 180 1
6 181 4
6 182 2
6 183 2
6 184 4
6 185 1
6 186 4
6 187 10
6 188 6
6 189 2
6 190 1
6 191 1
6 192 5
6 193 3
6 194 8
6 195 2
6 196 5
6 197 1
6 198 10
6 199 9
6 200 2
6 201 9
6 202 4
6 203 3
6 204 6
6 205 7
6 206 4
6 207 5
6 208 3
6 209 3
6 210 6
6 211 4
6 212 1
6 213 4
6 214 1
6 215 1
6 216 10
6 217 10
6 218 10
6 219 5
6 220 10
6 221 10
6 222 3
6 223 9
6 224 3
6 225 7
6 226 4
6 227 4
6 228 6
6 229 3
6 230 3
6 231 7
6 232 1
6 233 10
6 234 2
6 235 6
6 236 10
6 237 9
6 238 2
6 239 4
6 240 6
6 241 3
6 242 7
6 243 2
6 244 7
6 245 9
6 246 1
6 247 6
6 248 9
6 249 6
6 250 2
6 251 8
6 252 10
6 253 7
6 254 9
6 255 6
7 0 6
7 1 7
7 2 1
7 3 1
7 4 2
7 5 3
7 6 1
7 7 3
7 8 3
7 9 1
7 10 4
7 11 8
7 12 9
7 13 1
7 14 4
7 15 3
7 16 10
7 17 9
7 18 2
7 19 9
7 20 1
7 21 6
7 22 5
7 23 2
7 24 7
7 25 4
7 26 7
7 27 7
7 28 3
7 29 3
7 30 5
7 31 6
7 32 3
7 33 10
7 34 6
7 35 2
7 36 4
7 37 10
7 38 3
7 39 6
7 40 2
7 41 10
7 42 3
7 43 8
7 44 10
7 45 8
7 46 6
7 47 5
7 48 2
7 49 5
7 50 2
7 51 8
7 52 7
7 53 1
7 54 8
7 55 2
7 56 7
7 57 7
7 58 10
7 59 3
7 60 2
7 61 6
7 62 9
7 63 6
7 64 8
7 65 2
7 66 7
7 67 8
7 68 3
7 69 9
7 70 6
7 71 1
7 72 3
7 73 3
7 74 6
7 75 8
7 76 4
7 77 1
7 78 10
7 79 6
7 80 9
7 81 6
7 82 5
7 83 4
7 84 2
7 85 2
7 86 4
7 87 1
7 88 3
7 89 3
7 90 9
7 91 10
7 92 2
7 93 1
7 94 8
7 95 7
7 96 1
7 97 9
7 98 5
7 99 9
7 100 10
7 101 9
7 102 3
7 103 9
7 104 4
7 105 9
7 106 2
7 107 7
7 108 10
7 109 6
7 110 10
7 111 4
7 112 4
7 113 2
7 114 10
7 115 6
7 116 10
7 117 7
7 118 8
7 119 1
7 120 9
7 121 10
7 122 10
7 123 9
7 124 1
7 125 10
7 126 4
7 127 7
7 128 6
7 129 4
7 130 9
7 131 3
7 132 7
7 133 6
7 134 2
7 135 7
7 136 10
7 137 1
7 138 7
7 139 1
7 140 8
7 141 5
7 142 5
7 143 9
7 144 8
7 145 7
7 146 9
7 147 2
7 148 2
7 149 7
7 150 7
7 151 2
7 152 2
7 153 10
7 154 4
7 155 10
7 156 1
7 157 3
7 158 8
7 159 7
7 160 5
7 161 2
7 162 5
7 163 4
7 164 8
7 165 9
7 166 2
7 167 8
7 168 6
7 169 8
7 170 8
7 171 7
7 172 9
7 173 10
7 174 2
7 175 9
7 176 2
7 177 1
7 178 2
7 179 5
7 180 1
7 181 7
7 182 6
7 183 6
7 184 3
7 185 1
7 186 6
7 187 1
7 188 9
7 189 4
7 190 3
7 191 1
7 192 10
7 193 2
7 194 6
7 195 6
7 196 6
7 197 9
7 198 5
7 199 8
7 200 4
7 201 2
7 202 2
7 203 3
7 204 2
7 205 7
7 206 1
7 207 7
7 208 4
7 209 5
7 210 7
7 211 6
7 212 2
7 213 1
7 214 7
7 215 2
7 216 4
7 217 10
7 218 6
7 219 1
7 220 4
7 221 8
7 222 6
7 223 4
7 224 2
7 225 9
7 226 4
7 227 8
7 228 6
7 229 3
7 230 1
7 231 4
7 232 10
7 233 2
7 234 10
7 235 9
7 236 7
7 237 4
7 238 7
7 239 3
7 240 3
7 241 8
7 242 10
7 243 7
7 244 4
7 245 4
7 246 3
7 247 7
7 248 4
7 249 3
7 250 7
7 251 6
7 252 9
7 253 7
7 254 5
7 255 1
8 0 9
8 1 3
8 2 2
8 3 2
8 4 5
8 5 4
8 6 1
8 7 2
8 8 3
8 9 5
8 10 8
8 11 7
8 12 5
8 13 7
8 14 5
8 15 3
8 16 2
8 17 9
8 18 5
8 19 9
8 20 6
8 21 1
8 22 9
8 23 5
8 24 8
8 25 5
8 26 2
8 27 5
8 28 8
8 29 9
8 30 5
8 31 2
8 32 6
8 33 8
8 34 6
8 35 6
8 36 9
8 37 3
8 38 4
8 39 9
8 40 7
8 41 1
8 42 2
8 43 9
8 44 5
8 45 8
8 46 7
8 47 7
8 48 3
8 49 4
8 50 7
8 51 4
8 52 6
8 53 7
8 54 8
8 55 10
8 56 7
8 57 9
8 58 4
8 59 6
8 60 9
8 61 1
8 62 2
8 63 2
8 64 1
8 65 4
8 66 4
8 67 9
8 68 10
8 69 7
8 70 2
8 71 7
8 72 3
8 73 2
8 74 10
8 75 3
8 76 10
8 77 7
8 78 3
8 79 8
8 80 4
8 81 2
8 82 2
8 83 10
8 84 1
8 85 1
8 86 7
8 87 3
8 88 7
8 89 3
8 90 9
8 91 10
8 92 2
8 93 3
8 94 10
8 95 7
8 96 10
8 97 2
8 98 2
8 99 6
8 100 3
8 101 3
8 102 9
8 103 10
8 104 1
8 105 1
8 106 7
8 107 5
8 108 5
8 109 5
8 110 8
8 111 4
8 112 5
8 113 1
8 114 10
8 115 4
8 116 7
8 117 3
8 118 2
8 119 1
8 120 10
8 121 5
8 122 9
8 123 6
8 124 10
8 125 4
8 126 9
8 127 10
8 128 3
8 129 7
8 130 1
8 131 3
8 132 8
8 133 6
8 134 1
8 135 2
8 136 3
8 137 5
8 138 4
8 139 3
8 140 10
8 141 9
8 142 9
8 143 4
8 144 1
8 145 8
8 146 7
8 147 8
8 148 5
8 149 8
8 150 9
8 151 10
8 152 5
8 153 7
8 154 2
8 155 6
8 156 10
8 157 10
8 158 10
8 159 5
8 160 5
8 161 9
8 162 2
8 163 7
8 164 6
8 165 4
8 166 2
8 167 10
8 168 3
8 169 7
8 170 8
8 171 6
8 172 8
8 173 10
8 174 6
8 175 10
8 176 3
8 177 7
8 178 7
8 179 5
8 180 3
8 181 3
8 182 9
8 183 7
8 184 1
8 185 2
8 186 10
8 187 8
8 188 1
8 189 6
8 190 3
8 191 7
8 192 2
8 193 2
8 194 6
8 195 6
8 196 4
8 197 3
8 198 5
8 199 2
8 200 1
8 201 4
8 202 7
8 203 8
8 204 9
8 205 7
8 206 10
8 207 9
8 208 1
8 209 7
8 210 10
8 211 3
8 212 6
8 213 5
8 214 6
8 215 10
8 216 7
8 217 6
8 218 6
8 219 8
8 220 8
8 221 10
8 222 5
8 223 4
8 224 9
8 225 6
8 226 10
8 227 10
8 228 1
8 229 10
8 230 10
8 231 4
8 232 1
8 233 7
8 234 9
8 235 6
8 236 10
8 237 4
8 238 6
8 239 5
8 240 2
8 241 6
8 242 6
8 243 3
8 244 9
8 245 8
8 246 2
8 247 10
8 248 8
8 249 6
8 250 8
8 251 6
8 252 2
8 253 9
8 254 10
8 255 6
9 0 3
9 1 8
9 2 8
9 3 2
9 4 7
9 5 7
9 6 4
9 7 1
9 8 7
9 9 10
9 10 9
9 11 4
9 12 8
9 13 8
9 14 8
9 15 6
9 16 6
9 17 3
9 18 8
9 19 5
9 20 1
9 21 1
9 22 8
9 23 10
9 24 6
9 25 2
9 26 3
9 27 4
